NOT_ID,POLL_TYPE,POLLUTANT
2326680,Contaminated Water,Suspended Solids
2321806,Sewage Materials,Crude Sewage
2339068,Specific Waste Materials,Commercial Waste
2339062,Specific Waste Materials,Commercial Waste
2312569,Pollutant Not Identified,Not Identified
2315340,Atmospheric Pollutants and Effects,Fumes
2315340,Specific Waste Materials,Asbestos
2315340,Specific Waste Materials,Vehicles and Vehicle Parts
2315340,Contaminated Water,Firefighting Run-Off
2321925,Sewage Materials,Crude Sewage
2326269,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2328335,Sewage Materials,Crude Sewage
2272533,Atmospheric Pollutants and Effects,Other Odour
2276808,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2332423,Sewage Materials,Crude Sewage
2256621,Sewage Materials,Crude Sewage
2321543,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2349398,Atmospheric Pollutants and Effects,Smoke
2352187,Oils and Fuel,Unidentified Oil
2292840,Atmospheric Pollutants and Effects,Landfill Odour
2302787,Atmospheric Pollutants and Effects,Landfill Odour
2310994,Atmospheric Pollutants and Effects,Landfill Odour
2318990,Atmospheric Pollutants and Effects,Landfill Odour
2322438,Atmospheric Pollutants and Effects,Landfill Odour
2328650,Atmospheric Pollutants and Effects,Landfill Odour
2337271,Atmospheric Pollutants and Effects,Landfill Odour
2359729,Specific Waste Materials,Contaminated Soil
2285447,Sewage Materials,Final Effluent
2319004,Other Pollutant,Noise
2320695,Pollutant Not Identified,Not Identified
2323140,Specific Waste Materials,Commercial Waste
2334078,Specific Waste Materials,Commercial Waste
2334078,Specific Waste Materials,Contaminated Soil
2334078,Specific Waste Materials,Household Waste
2334078,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2334104,Specific Waste Materials,Contaminated Soil
2334104,Contaminated Water,Landfill Leachate
2300053,Sewage Materials,Crude Sewage
2303234,Pollutant Not Identified,Not Identified
2304688,Other Pollutant,Radionucleid
2307989,Pollutant Not Identified,Not Identified
2295001,Organic Chemicals/Products,Other Organic Chemical or Product
2332721,Sewage Materials,Crude Sewage
2225387,Atmospheric Pollutants and Effects,Effects on Humans
2337889,Atmospheric Pollutants and Effects,Smoke
2337889,Contaminated Water,Firefighting Run-Off
2319028,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2319131,Pollutant Not Identified,Not Identified
2319136,General Biodegradable Materials and Wastes,Natural Organic Material
2312839,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2313153,Oils and Fuel,Mixed/Waste Oils
2316647,Other Pollutant,Natural Ochre
2298705,Specific Waste Materials,Other Specific Waste Material
2301956,Sewage Materials,Crude Sewage
2306673,Agricultural Materials and Wastes,Silage Liquors
2321264,Pollutant Not Identified,Not Identified
2324162,Sewage Materials,Crude Sewage
2304289,Atmospheric Pollutants and Effects,Smoke
2307578,Contaminated Water,Firefighting Run-Off
2349153,Pollutant Not Identified,Not Identified
2310691,Other Pollutant,Noise
2314793,General Biodegradable Materials and Wastes,Algae
2320426,Oils and Fuel,Diesel
2349401,Specific Waste Materials,Commercial Waste
2349401,Specific Waste Materials,Household Waste
2331528,Oils and Fuel,Kerosene and Aviation Fuel
2298027,Sewage Materials,Crude Sewage
2302654,Other Pollutant,Noise
2305910,Atmospheric Pollutants and Effects,"Damage to Buildings, Vehicles and Vegetation"
2350523,Pollutant Not Identified,Not Identified
2350930,Sewage Materials,Crude Sewage
2351033,Contaminated Water,Suspended Solids
2262701,Atmospheric Pollutants and Effects,Landfill Odour
2272569,Other Pollutant,Vermin
2281226,Other Pollutant,Vermin
2293165,Other Pollutant,Vermin
2307566,Other Pollutant,Vermin
2314562,Other Pollutant,Vermin
2328786,Other Pollutant,Vermin
2352206,Oils and Fuel,Diesel
2295010,Pollutant Not Identified,Not Identified
2240040,Atmospheric Pollutants and Effects,Landfill Odour
2252946,Atmospheric Pollutants and Effects,Landfill Odour
2262623,Atmospheric Pollutants and Effects,Landfill Odour
2265352,Sewage Materials,Other Sewage Material
2300847,Atmospheric Pollutants and Effects,Smoke
2270604,Oils and Fuel,Diesel
2307720,Inert Materials and Wastes,Soils and Clay
2307720,Specific Waste Materials,Household Waste
2355455,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2272534,Atmospheric Pollutants and Effects,Landfill Odour
2266257,Contaminated Water,Suspended Solids
2267924,Organic Chemicals/Products,Surfactants and Detergents
2286251,Organic Chemicals/Products,Surfactants and Detergents
2303231,Organic Chemicals/Products,Surfactants and Detergents
2354749,Pollutant Not Identified,Not Identified
2355133,Specific Waste Materials,Commercial Waste
2355402,Sewage Materials,Crude Sewage
2298775,Pollutant Not Identified,Not Identified
2306842,Other Pollutant,Other
2281184,Sewage Materials,Crude Sewage
2319143,Contaminated Water,Firefighting Run-Off
2302648,Atmospheric Pollutants and Effects,Landfill Odour
2322846,Sewage Materials,Crude Sewage
2370986,Pollutant Not Identified,Not Identified
2371053,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2299810,Atmospheric Pollutants and Effects,Smoke
2299810,Specific Waste Materials,Household Waste
2299810,Specific Waste Materials,Tyres
2299810,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2299810,Specific Waste Materials,Electrical Equipment
2326787,Other Pollutant,Other
2312014,Sewage Materials,Crude Sewage
2327807,Contaminated Water,Suspended Solids
2355652,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2297088,Organic Chemicals/Products,Surfactants and Detergents
2294339,Organic Chemicals/Products,Surfactants and Detergents
2361234,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2361234,Inert Materials and Wastes,Soils and Clay
2277625,Atmospheric Pollutants and Effects,Other Odour
2307452,Atmospheric Pollutants and Effects,Smoke
2350952,Sewage Materials,Final Effluent
2350952,Sewage Materials,Storm Sewage
2357977,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2350450,Inert Materials and Wastes,Soils and Clay
2350450,Specific Waste Materials,Commercial Waste
2350450,Specific Waste Materials,Contaminated Soil
2281865,Specific Waste Materials,Other Specific Waste Material
2359756,Sewage Materials,Crude Sewage
2366987,Sewage Materials,Final Effluent
2289408,Specific Waste Materials,Commercial Waste
2289408,Specific Waste Materials,Household Waste
2289408,Specific Waste Materials,Other Specific Waste Material
2331192,Oils and Fuel,Lubricating Oils
2357064,Sewage Materials,Storm Sewage
2365310,Sewage Materials,Crude Sewage
2295418,Atmospheric Pollutants and Effects,"Damage to Buildings, Vehicles and Vegetation"
2295418,Atmospheric Pollutants and Effects,Smoke
2295418,Specific Waste Materials,Metal Wastes
2326411,Sewage Materials,Storm Sewage
2324685,Contaminated Water,Suspended Solids
2320861,Agricultural Materials and Wastes,Soil Conditioners
2320861,Specific Waste Materials,Commercial Waste
2320861,Specific Waste Materials,Household Waste
2320861,Specific Waste Materials,Vehicles and Vehicle Parts
2320861,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2320861,Contaminated Water,Landfill Leachate
2339756,Atmospheric Pollutants and Effects,Other Odour
2356277,Agricultural Materials and Wastes,Silage Liquors
2329562,Atmospheric Pollutants and Effects,Landfill Odour
2365803,Sewage Materials,Crude Sewage
2366132,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2302275,Sewage Materials,Crude Sewage
2295573,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2295573,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
2295573,Specific Waste Materials,Commercial Waste
2295573,Organic Chemicals/Products,Other Organic Chemical or Product
2313037,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2334345,Inert Materials and Wastes,Other Inert Material or Waste
2356891,Other Pollutant,Other
2359372,Organic Chemicals/Products,Surfactants and Detergents
2360892,Sewage Materials,Crude Sewage
2361115,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2307731,Oils and Fuel,Diesel
2310326,Atmospheric Pollutants and Effects,Effects on Humans
2310326,Atmospheric Pollutants and Effects,Smoke
2310326,Atmospheric Pollutants and Effects,Soot/Smuts
2310326,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2310326,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
2310326,Specific Waste Materials,Commercial Waste
2329841,Contaminated Water,Other Contaminated Water
2366964,Agricultural Materials and Wastes,Fertiliser
2367868,Sewage Materials,Grey Water
2288736,Other Pollutant,Other
2299832,Inert Materials and Wastes,Soils and Clay
2302089,Atmospheric Pollutants and Effects,Smoke
2302089,Contaminated Water,Firefighting Run-Off
2305484,Specific Waste Materials,Asbestos
2227298,Oils and Fuel,Unidentified Oil
2333152,Pollutant Not Identified,Not Identified
2296126,Agricultural Materials and Wastes,Silage Liquors
2336232,Oils and Fuel,Lubricating Oils
2361892,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2328782,Atmospheric Pollutants and Effects,Landfill Odour
2370286,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2303499,Oils and Fuel,Gas and Fuel Oils
2333855,Sewage Materials,Storm Sewage
2357651,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2306606,Contaminated Water,Other Contaminated Water
2318923,Pollutant Not Identified,Not Identified
2341218,Oils and Fuel,Kerosene and Aviation Fuel
2371717,Sewage Materials,Crude Sewage
2255126,Pollutant Not Identified,Not Identified
2338413,Specific Waste Materials,Tyres
2319887,Specific Waste Materials,Other Specific Waste Material
2359325,Oils and Fuel,Diesel
2306901,Specific Waste Materials,Contaminated Soil
2319791,Sewage Materials,Crude Sewage
2332316,Specific Waste Materials,Commercial Waste
2332316,Specific Waste Materials,Household Waste
2332316,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2357967,Contaminated Water,Vegetable Washings
2349775,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2301853,Other Pollutant,Microbiological
2339331,Specific Waste Materials,Household Waste
2359104,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2362898,Oils and Fuel,Other Oil or Fuel
2367095,Atmospheric Pollutants and Effects,Other Atmospheric Pollutant or Effect
2367095,Atmospheric Pollutants and Effects,Landfill Odour
2367095,Contaminated Water,Suspended Solids
2307123,General Biodegradable Materials and Wastes,Vegetable Cuttings and Deposits
2320604,Atmospheric Pollutants and Effects,Landfill Odour
2357601,Sewage Materials,Crude Sewage
2314542,Sewage Materials,Storm Sewage
2316636,Sewage Materials,Storm Sewage
2330040,Other Pollutant,Noise
2362198,Specific Waste Materials,Commercial Waste
2362198,Specific Waste Materials,Household Waste
2363037,Contaminated Water,Other Contaminated Water
2338046,Atmospheric Pollutants and Effects,Landfill Odour
2354916,Atmospheric Pollutants and Effects,Landfill Odour
2306650,Agricultural Materials and Wastes,Other Agricultural Material or Waste
2346445,Contaminated Water,Suspended Solids
2307066,Sewage Materials,Crude Sewage
2344672,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2248836,Specific Waste Materials,Asbestos
2248836,Specific Waste Materials,Commercial Waste
2248836,Specific Waste Materials,Contaminated Soil
2360425,Oils and Fuel,Unidentified Oil
2262570,Pollutant Not Identified,Not Identified
2267131,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2320368,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2332124,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2339563,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2347917,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2314636,Contaminated Water,Suspended Solids
2315351,Sewage Materials,Crude Sewage
2316955,Inert Materials and Wastes,Rocks and Gravel
2316955,Specific Waste Materials,Household Waste
2361018,Atmospheric Pollutants and Effects,Smoke
2350876,Organic Chemicals/Products,Other Organic Chemical or Product
2367829,Specific Waste Materials,Household Waste
2367829,Specific Waste Materials,Metal Wastes
2367829,Specific Waste Materials,Vehicles and Vehicle Parts
2367829,Specific Waste Materials,Other Specific Waste Material
2367829,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2367829,Other Pollutant,Other
2308331,Oils and Fuel,Gas and Fuel Oils
2309775,Sewage Materials,Storm Sewage
2314519,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2330466,Inorganic Chemicals/Products,Alkalis
2332366,General Biodegradable Materials and Wastes,Other General Biodegradable Material or Waste
2335872,Sewage Materials,Final Effluent
2356091,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2303249,Organic Chemicals/Products,Surfactants and Detergents
2364149,Pollutant Not Identified,Not Identified
2365884,Sewage Materials,Crude Sewage
2302732,Other Pollutant,Noise
2316783,Atmospheric Pollutants and Effects,Smoke
2331437,Contaminated Water,Suspended Solids
2356776,Inert Materials and Wastes,Construction and Demolition Materials and Wastes
2356776,Inert Materials and Wastes,Rocks and Gravel
2356776,Inert Materials and Wastes,Soils and Clay
2356776,Inert Materials and Wastes,Other Inert Material or Waste
2356776,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
2360405,Agricultural Materials and Wastes,Slurry and Dilute Slurry
2324329,Oils and Fuel,Kerosene and Aviation Fuel
2370113,Atmospheric Pollutants and Effects,Smoke
2307167,Atmospheric Pollutants and Effects,Smoke
2307167,Contaminated Water,Firefighting Run-Off
2309076,Pollutant Not Identified,Not Identified
2330366,Specific Waste Materials,Contaminated Construction & Demolition Mat & Waste
